id,user_id,role_id,action,resource,resource_scope,usage_count,unique_days_used,days_since_last_use,first_used,last_used,success_count,failure_count,success_rate,failure_rate,permission_status,operation_type,risk_level,risk_weight
15,synthetic-user-01,ApplicationDeveloper-Role,dynamodb:PutItem,arn:aws:synthetic:dynamodb:123456789012:resource-5,*,11,10,10,2026-08-04 17:26:00+00:00,2026-09-05 16:08:00+00:00,9,2,0.8181818181818182,0.18181818181818182,INTENDED,WRITE,MEDIUM,5
16,synthetic-user-01,ApplicationDeveloper-Role,dynamodb:Query,arn:aws:synthetic:dynamodb:123456789012:resource-1,*,12,11,5,2026-08-04 16:02:00+00:00,2026-09-10 21:59:00+00:00,12,0,1.0,0.0,INTENDED,READ,LOW,2
17,synthetic-user-01,ApplicationDeveloper-Role,dynamodb:Query,arn:aws:synthetic:dynamodb:123456789012:resource-2,*,11,10,10,2026-08-03 02:25:00+00:00,2026-09-05 15:03:00+00:00,10,1,0.9090909090909091,0.09090909090909091,INTENDED,READ,LOW,2
18,synthetic-user-01,ApplicationDeveloper-Role,dynamodb:Query,arn:aws:synthetic:dynamodb:123456789012:resource-3,*,12,10,6,2026-08-05 10:38:00+00:00,2026-09-10 08:50:00+00:00,11,1,0.9166666666666666,0.08333333333333333,INTENDED,READ,LOW,2
19,synthetic-user-01,ApplicationDeveloper-Role,dynamodb:Query,arn:aws:synthetic:dynamodb:123456789012:resource-4,*,11,10,6,2026-08-05 02:17:00+00:00,2026-09-10 04:47:00+00:00,11,0,1.0,0.0,INTENDED,READ,LOW,2
20,synthetic-user-01,ApplicationDeveloper-Role,dynamodb:Query,arn:aws:synthetic:dynamodb:123456789012:resource-5,*,6,6,5,2026-08-05 11:16:00+00:00,2026-09-10 15:38:00+00:00,6,0,1.0,0.0,INTENDED,READ,LOW,2
21,synthetic-user-01,ApplicationDeveloper-Role,ec2:DescribeInstances,arn:aws:synthetic:ec2:123456789012:resource-1,*,10,10,6,2026-08-03 14:58:00+00:00,2026-09-10 10:09:00+00:00,10,0,1.0,0.0,INTENDED,READ,LOW,2
22,synthetic-user-01,ApplicationDeveloper-Role,ec2:DescribeInstances,arn:aws:synthetic:ec2:123456789012:resource-2,*,10,10,5,2026-08-06 16:41:00+00:00,2026-09-10 20:21:00+00:00,9,1,0.9,0.1,INTENDED,READ,LOW,2
23,synthetic-user-01,ApplicationDeveloper-Role,ec2:DescribeInstances,arn:aws:synthetic:ec2:123456789012:resource-3,*,11,10,7,2026-08-06 09:35:00+00:00,2026-09-09 04:38:00+00:00,9,2,0.8181818181818182,0.18181818181818182,INTENDED,READ,LOW,2
24,synthetic-user-01,ApplicationDeveloper-Role,ec2:DescribeInstances,arn:aws:synthetic:ec2:123456789012:resource-4,*,7,7,9,2026-08-03 13:23:00+00:00,2026-09-06 14:29:00+00:00,7,0,1.0,0.0,INTENDED,READ,LOW,2
25,synthetic-user-01,ApplicationDeveloper-Role,ec2:DescribeInstances,arn:aws:synthetic:ec2:123456789012:resource-5,*,9,8,13,2026-08-02 13:03:00+00:00,2026-09-03 03:18:00+00:00,5,4,0.5555555555555556,0.4444444444444444,INTENDED,READ,LOW,2
26,synthetic-user-01,ApplicationDeveloper-Role,ec2:StartInstances,arn:aws:synthetic:ec2:123456789012:resource-1,*,7,7,5,2026-08-06 00:16:00+00:00,2026-09-10 19:29:00+00:00,7,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
27,synthetic-user-01,ApplicationDeveloper-Role,ec2:StartInstances,arn:aws:synthetic:ec2:123456789012:resource-2,*,12,11,6,2026-08-02 20:32:00+00:00,2026-09-10 03:49:00+00:00,12,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
28,synthetic-user-01,ApplicationDeveloper-Role,ec2:StartInstances,arn:aws:synthetic:ec2:123456789012:resource-3,*,12,12,13,2026-08-03 09:12:00+00:00,2026-09-02 12:52:00+00:00,12,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
29,synthetic-user-01,ApplicationDeveloper-Role,ec2:StartInstances,arn:aws:synthetic:ec2:123456789012:resource-4,*,11,8,17,2026-08-03 19:09:00+00:00,2026-08-29 19:45:00+00:00,10,1,0.9090909090909091,0.09090909090909091,INTENDED,WRITE,MEDIUM,5
30,synthetic-user-01,ApplicationDeveloper-Role,ec2:StartInstances,arn:aws:synthetic:ec2:123456789012:resource-5,*,10,9,7,2026-08-05 14:11:00+00:00,2026-09-09 09:44:00+00:00,10,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
31,synthetic-user-01,ApplicationDeveloper-Role,ec2:StopInstances,arn:aws:synthetic:ec2:123456789012:resource-1,*,9,8,6,2026-08-05 09:25:00+00:00,2026-09-10 05:50:00+00:00,8,1,0.8888888888888888,0.1111111111111111,INTENDED,MODIFY,MEDIUM,5
32,synthetic-user-01,ApplicationDeveloper-Role,ec2:StopInstances,arn:aws:synthetic:ec2:123456789012:resource-2,*,6,6,10,2026-08-04 03:33:00+00:00,2026-09-05 20:37:00+00:00,5,1,0.8333333333333334,0.16666666666666666,INTENDED,MODIFY,MEDIUM,5
33,synthetic-user-01,ApplicationDeveloper-Role,ec2:StopInstances,arn:aws:synthetic:ec2:123456789012:resource-3,*,6,6,5,2026-08-06 01:41:00+00:00,2026-09-10 17:17:00+00:00,6,0,1.0,0.0,INTENDED,MODIFY,MEDIUM,5
34,synthetic-user-01,ApplicationDeveloper-Role,ec2:StopInstances,arn:aws:synthetic:ec2:123456789012:resource-4,*,9,9,9,2026-08-04 05:28:00+00:00,2026-09-06 13:39:00+00:00,9,0,1.0,0.0,INTENDED,MODIFY,MEDIUM,5
35,synthetic-user-01,ApplicationDeveloper-Role,ec2:StopInstances,arn:aws:synthetic:ec2:123456789012:resource-5,*,12,11,9,2026-08-07 13:08:00+00:00,2026-09-06 23:20:00+00:00,11,1,0.9166666666666666,0.08333333333333333,INTENDED,MODIFY,MEDIUM,5
36,synthetic-user-01,ApplicationDeveloper-Role,ec2:TerminateInstances,arn:aws:synthetic:ec2:123456789012:resource-1,*,1,1,34,2026-08-13 11:35:00+00:00,2026-08-13 11:35:00+00:00,1,0,1.0,0.0,EXCESSIVE,DELETE,HIGH,8
37,synthetic-user-01,ApplicationDeveloper-Role,ec2:TerminateInstances,arn:aws:synthetic:ec2:123456789012:resource-2,*,4,3,7,2026-08-26 11:50:00+00:00,2026-09-09 03:08:00+00:00,1,3,0.25,0.75,EXCESSIVE,DELETE,HIGH,8
38,synthetic-user-01,ApplicationDeveloper-Role,ec2:TerminateInstances,arn:aws:synthetic:ec2:123456789012:resource-3,*,5,4,6,2026-08-22 15:33:00+00:00,2026-09-09 23:53:00+00:00,5,0,1.0,0.0,EXCESSIVE,DELETE,HIGH,8
39,synthetic-user-01,ApplicationDeveloper-Role,ec2:TerminateInstances,arn:aws:synthetic:ec2:123456789012:resource-4,*,3,3,13,2026-08-20 15:52:00+00:00,2026-09-02 17:31:00+00:00,2,1,0.6666666666666666,0.3333333333333333,EXCESSIVE,DELETE,HIGH,8
40,synthetic-user-01,ApplicationDeveloper-Role,ec2:TerminateInstances,arn:aws:synthetic:ec2:123456789012:resource-5,*,5,4,6,2026-08-16 01:36:00+00:00,2026-09-10 00:38:00+00:00,2,3,0.4,0.6,EXCESSIVE,DELETE,HIGH,8
41,synthetic-user-01,ApplicationDeveloper-Role,iam:CreateUser,arn:aws:synthetic:iam:123456789012:resource-1,*,3,3,6,2026-08-04 13:42:00+00:00,2026-09-10 12:04:00+00:00,2,1,0.6666666666666666,0.3333333333333333,EXCESSIVE,IDENTITY,HIGH,9
42,synthetic-user-01,ApplicationDeveloper-Role,iam:CreateUser,arn:aws:synthetic:iam:123456789012:resource-2,*,2,1,25,2026-08-21 10:28:00+00:00,2026-08-21 12:44:00+00:00,1,1,0.5,0.5,EXCESSIVE,IDENTITY,HIGH,9
43,synthetic-user-01,ApplicationDeveloper-Role,iam:CreateUser,arn:aws:synthetic:iam:123456789012:resource-3,*,1,1,37,2026-08-09 18:06:00+00:00,2026-08-09 18:06:00+00:00,1,0,1.0,0.0,EXCESSIVE,IDENTITY,HIGH,9
44,synthetic-user-01,ApplicationDeveloper-Role,iam:CreateUser,arn:aws:synthetic:iam:123456789012:resource-4,*,2,2,25,2026-08-14 14:19:00+00:00,2026-08-21 13:07:00+00:00,2,0,1.0,0.0,EXCESSIVE,IDENTITY,HIGH,9
45,synthetic-user-01,ApplicationDeveloper-Role,iam:CreateUser,arn:aws:synthetic:iam:123456789012:resource-5,*,1,1,26,2026-08-20 22:44:00+00:00,2026-08-20 22:44:00+00:00,1,0,1.0,0.0,EXCESSIVE,IDENTITY,HIGH,9
46,synthetic-user-01,ApplicationDeveloper-Role,iam:GetRole,arn:aws:synthetic:iam:123456789012:resource-1,*,5,5,12,2026-08-05 18:06:00+00:00,2026-09-04 05:23:00+00:00,5,0,1.0,0.0,INTENDED,READ,LOW,2
47,synthetic-user-01,ApplicationDeveloper-Role,iam:GetRole,arn:aws:synthetic:iam:123456789012:resource-2,*,11,10,5,2026-08-08 05:23:00+00:00,2026-09-10 17:44:00+00:00,11,0,1.0,0.0,INTENDED,READ,LOW,2
48,synthetic-user-01,ApplicationDeveloper-Role,iam:GetRole,arn:aws:synthetic:iam:123456789012:resource-3,*,5,5,14,2026-08-02 07:18:00+00:00,2026-09-01 13:43:00+00:00,5,0,1.0,0.0,INTENDED,READ,LOW,2
49,synthetic-user-01,ApplicationDeveloper-Role,iam:GetRole,arn:aws:synthetic:iam:123456789012:resource-4,*,12,10,14,2026-08-06 14:55:00+00:00,2026-09-01 17:32:00+00:00,9,3,0.75,0.25,INTENDED,READ,LOW,2
50,synthetic-user-01,ApplicationDeveloper-Role,iam:GetRole,arn:aws:synthetic:iam:123456789012:resource-5,*,9,8,9,2026-08-04 08:55:00+00:00,2026-09-06 20:17:00+00:00,9,0,1.0,0.0,INTENDED,READ,LOW,2
51,synthetic-user-01,ApplicationDeveloper-Role,iam:GetUser,arn:aws:synthetic:iam:123456789012:resource-1,*,12,10,5,2026-08-13 15:20:00+00:00,2026-09-10 15:36:00+00:00,11,1,0.9166666666666666,0.08333333333333333,INTENDED,READ,LOW,2
52,synthetic-user-01,ApplicationDeveloper-Role,iam:GetUser,arn:aws:synthetic:iam:123456789012:resource-2,*,6,6,7,2026-08-20 07:16:00+00:00,2026-09-08 15:37:00+00:00,6,0,1.0,0.0,INTENDED,READ,LOW,2
53,synthetic-user-01,ApplicationDeveloper-Role,iam:GetUser,arn:aws:synthetic:iam:123456789012:resource-3,*,6,6,7,2026-08-01 03:16:00+00:00,2026-09-09 01:36:00+00:00,5,1,0.8333333333333334,0.16666666666666666,INTENDED,READ,LOW,2
54,synthetic-user-01,ApplicationDeveloper-Role,iam:GetUser,arn:aws:synthetic:iam:123456789012:resource-4,*,7,7,26,2026-08-02 15:06:00+00:00,2026-08-21 02:19:00+00:00,6,1,0.8571428571428571,0.14285714285714285,INTENDED,READ,LOW,2
55,synthetic-user-01,ApplicationDeveloper-Role,iam:GetUser,arn:aws:synthetic:iam:123456789012:resource-5,*,6,6,11,2026-08-11 23:15:00+00:00,2026-09-05 05:21:00+00:00,6,0,1.0,0.0,INTENDED,READ,LOW,2
56,synthetic-user-01,ApplicationDeveloper-Role,iam:ListRoles,arn:aws:synthetic:iam:123456789012:resource-1,*,10,10,5,2026-08-01 05:31:00+00:00,2026-09-10 20:43:00+00:00,9,1,0.9,0.1,INTENDED,READ,LOW,2
57,synthetic-user-01,ApplicationDeveloper-Role,iam:ListRoles,arn:aws:synthetic:iam:123456789012:resource-2,*,5,4,9,2026-08-07 18:43:00+00:00,2026-09-06 20:04:00+00:00,5,0,1.0,0.0,INTENDED,READ,LOW,2
58,synthetic-user-01,ApplicationDeveloper-Role,iam:ListRoles,arn:aws:synthetic:iam:123456789012:resource-3,*,8,8,20,2026-08-01 01:54:00+00:00,2026-08-27 07:20:00+00:00,8,0,1.0,0.0,INTENDED,READ,LOW,2
59,synthetic-user-01,ApplicationDeveloper-Role,iam:ListRoles,arn:aws:synthetic:iam:123456789012:resource-4,*,5,4,22,2026-08-01 11:12:00+00:00,2026-08-24 18:31:00+00:00,4,1,0.8,0.2,INTENDED,READ,LOW,2
60,synthetic-user-01,ApplicationDeveloper-Role,iam:ListRoles,arn:aws:synthetic:iam:123456789012:resource-5,*,8,8,5,2026-08-10 22:17:00+00:00,2026-09-10 22:56:00+00:00,7,1,0.875,0.125,INTENDED,READ,LOW,2
61,synthetic-user-01,ApplicationDeveloper-Role,iam:ListUsers,arn:aws:synthetic:iam:123456789012:resource-1,*,10,9,10,2026-08-04 01:06:00+00:00,2026-09-05 18:08:00+00:00,10,0,1.0,0.0,INTENDED,READ,LOW,2
62,synthetic-user-01,ApplicationDeveloper-Role,iam:ListUsers,arn:aws:synthetic:iam:123456789012:resource-2,*,11,9,18,2026-08-05 07:24:00+00:00,2026-08-29 00:00:00+00:00,10,1,0.9090909090909091,0.09090909090909091,INTENDED,READ,LOW,2
63,synthetic-user-01,ApplicationDeveloper-Role,iam:ListUsers,arn:aws:synthetic:iam:123456789012:resource-3,*,9,9,5,2026-08-06 03:08:00+00:00,2026-09-10 23:09:00+00:00,8,1,0.8888888888888888,0.1111111111111111,INTENDED,READ,LOW,2
64,synthetic-user-01,ApplicationDeveloper-Role,iam:ListUsers,arn:aws:synthetic:iam:123456789012:resource-4,*,9,9,9,2026-08-01 11:59:00+00:00,2026-09-07 02:00:00+00:00,9,0,1.0,0.0,INTENDED,READ,LOW,2
65,synthetic-user-01,ApplicationDeveloper-Role,iam:ListUsers,arn:aws:synthetic:iam:123456789012:resource-5,*,5,4,13,2026-08-06 20:34:00+00:00,2026-09-02 13:27:00+00:00,5,0,1.0,0.0,INTENDED,READ,LOW,2
66,synthetic-user-01,ApplicationDeveloper-Role,lambda:GetFunction,arn:aws:synthetic:lambda:123456789012:resource-1,*,8,7,9,2026-08-01 23:09:00+00:00,2026-09-07 10:55:00+00:00,8,0,1.0,0.0,INTENDED,READ,LOW,2
67,synthetic-user-01,ApplicationDeveloper-Role,lambda:GetFunction,arn:aws:synthetic:lambda:123456789012:resource-2,*,6,6,12,2026-08-07 20:45:00+00:00,2026-09-04 12:20:00+00:00,6,0,1.0,0.0,INTENDED,READ,LOW,2
68,synthetic-user-01,ApplicationDeveloper-Role,lambda:GetFunction,arn:aws:synthetic:lambda:123456789012:resource-3,*,5,5,9,2026-08-04 09:22:00+00:00,2026-09-07 04:14:00+00:00,5,0,1.0,0.0,INTENDED,READ,LOW,2
69,synthetic-user-01,ApplicationDeveloper-Role,lambda:GetFunction,arn:aws:synthetic:lambda:123456789012:resource-4,*,9,9,10,2026-08-01 14:57:00+00:00,2026-09-06 09:44:00+00:00,9,0,1.0,0.0,INTENDED,READ,LOW,2
70,synthetic-user-01,ApplicationDeveloper-Role,lambda:GetFunction,arn:aws:synthetic:lambda:123456789012:resource-5,*,9,9,6,2026-08-03 09:50:00+00:00,2026-09-10 06:39:00+00:00,9,0,1.0,0.0,INTENDED,READ,LOW,2
71,synthetic-user-01,ApplicationDeveloper-Role,lambda:InvokeFunction,arn:aws:synthetic:lambda:123456789012:resource-1,*,12,11,8,2026-08-06 13:06:00+00:00,2026-09-08 09:22:00+00:00,11,1,0.9166666666666666,0.08333333333333333,INTENDED,WRITE,MEDIUM,5
72,synthetic-user-01,ApplicationDeveloper-Role,lambda:InvokeFunction,arn:aws:synthetic:lambda:123456789012:resource-2,*,8,6,10,2026-08-06 23:33:00+00:00,2026-09-05 19:39:00+00:00,7,1,0.875,0.125,INTENDED,WRITE,MEDIUM,5
73,synthetic-user-01,ApplicationDeveloper-Role,lambda:InvokeFunction,arn:aws:synthetic:lambda:123456789012:resource-3,*,9,7,9,2026-08-06 08:28:00+00:00,2026-09-06 19:05:00+00:00,9,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
74,synthetic-user-01,ApplicationDeveloper-Role,lambda:InvokeFunction,arn:aws:synthetic:lambda:123456789012:resource-4,*,9,8,20,2026-08-03 13:01:00+00:00,2026-08-26 22:40:00+00:00,8,1,0.8888888888888888,0.1111111111111111,INTENDED,WRITE,MEDIUM,5
75,synthetic-user-01,ApplicationDeveloper-Role,lambda:InvokeFunction,arn:aws:synthetic:lambda:123456789012:resource-5,*,10,9,13,2026-08-05 05:49:00+00:00,2026-09-03 02:25:00+00:00,10,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
76,synthetic-user-01,ApplicationDeveloper-Role,lambda:UpdateFunctionCode,arn:aws:synthetic:lambda:123456789012:resource-1,*,12,11,5,2026-08-02 19:56:00+00:00,2026-09-10 14:58:00+00:00,12,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
77,synthetic-user-01,ApplicationDeveloper-Role,lambda:UpdateFunctionCode,arn:aws:synthetic:lambda:123456789012:resource-2,*,5,3,11,2026-08-10 13:41:00+00:00,2026-09-04 13:37:00+00:00,4,1,0.8,0.2,INTENDED,WRITE,MEDIUM,5
78,synthetic-user-01,ApplicationDeveloper-Role,lambda:UpdateFunctionCode,arn:aws:synthetic:lambda:123456789012:resource-3,*,9,7,5,2026-08-08 14:05:00+00:00,2026-09-10 19:01:00+00:00,7,2,0.7777777777777778,0.2222222222222222,INTENDED,WRITE,MEDIUM,5
79,synthetic-user-01,ApplicationDeveloper-Role,lambda:UpdateFunctionCode,arn:aws:synthetic:lambda:123456789012:resource-4,*,8,7,13,2026-08-09 00:22:00+00:00,2026-09-03 03:47:00+00:00,8,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
80,synthetic-user-01,ApplicationDeveloper-Role,lambda:UpdateFunctionCode,arn:aws:synthetic:lambda:123456789012:resource-5,*,12,10,6,2026-08-02 01:30:00+00:00,2026-09-09 20:37:00+00:00,12,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
81,synthetic-user-01,ApplicationDeveloper-Role,s3:DeleteObject,arn:aws:synthetic:s3:123456789012:resource-1,*,4,4,14,2026-08-16 22:30:00+00:00,2026-09-01 14:50:00+00:00,4,0,1.0,0.0,EXCESSIVE,DELETE,HIGH,8
82,synthetic-user-01,ApplicationDeveloper-Role,s3:DeleteObject,arn:aws:synthetic:s3:123456789012:resource-2,*,5,5,11,2026-08-08 23:12:00+00:00,2026-09-04 22:11:00+00:00,5,0,1.0,0.0,EXCESSIVE,DELETE,HIGH,8
83,synthetic-user-01,ApplicationDeveloper-Role,s3:DeleteObject,arn:aws:synthetic:s3:123456789012:resource-3,*,5,5,5,2026-08-07 06:18:00+00:00,2026-09-10 15:06:00+00:00,2,3,0.4,0.6,EXCESSIVE,DELETE,HIGH,8
84,synthetic-user-01,ApplicationDeveloper-Role,s3:DeleteObject,arn:aws:synthetic:s3:123456789012:resource-4,*,5,5,5,2026-08-04 08:55:00+00:00,2026-09-10 21:03:00+00:00,4,1,0.8,0.2,EXCESSIVE,DELETE,HIGH,8
85,synthetic-user-01,ApplicationDeveloper-Role,s3:DeleteObject,arn:aws:synthetic:s3:123456789012:resource-5,*,1,1,19,2026-08-27 19:38:00+00:00,2026-08-27 19:38:00+00:00,0,1,0.0,1.0,EXCESSIVE,DELETE,HIGH,8
86,synthetic-user-01,ApplicationDeveloper-Role,s3:GetObject,arn:aws:synthetic:s3:123456789012:resource-1,*,5,4,8,2026-08-03 09:23:00+00:00,2026-09-07 17:09:00+00:00,4,1,0.8,0.2,INTENDED,READ,LOW,2
87,synthetic-user-01,ApplicationDeveloper-Role,s3:GetObject,arn:aws:synthetic:s3:123456789012:resource-2,*,11,11,12,2026-08-07 12:55:00+00:00,2026-09-04 10:01:00+00:00,11,0,1.0,0.0,INTENDED,READ,LOW,2
88,synthetic-user-01,ApplicationDeveloper-Role,s3:GetObject,arn:aws:synthetic:s3:123456789012:resource-3,*,9,9,7,2026-08-08 23:57:00+00:00,2026-09-08 16:07:00+00:00,7,2,0.7777777777777778,0.2222222222222222,INTENDED,READ,LOW,2
89,synthetic-user-01,ApplicationDeveloper-Role,s3:GetObject,arn:aws:synthetic:s3:123456789012:resource-4,*,9,9,6,2026-08-01 09:18:00+00:00,2026-09-09 18:19:00+00:00,9,0,1.0,0.0,INTENDED,READ,LOW,2
90,synthetic-user-01,ApplicationDeveloper-Role,s3:GetObject,arn:aws:synthetic:s3:123456789012:resource-5,*,10,8,11,2026-08-01 03:49:00+00:00,2026-09-05 07:58:00+00:00,10,0,1.0,0.0,INTENDED,READ,LOW,2
91,synthetic-user-01,ApplicationDeveloper-Role,s3:ListBucket,arn:aws:synthetic:s3:123456789012:resource-1,*,8,8,7,2026-08-04 19:47:00+00:00,2026-09-08 15:18:00+00:00,8,0,1.0,0.0,INTENDED,READ,LOW,2
92,synthetic-user-01,ApplicationDeveloper-Role,s3:ListBucket,arn:aws:synthetic:s3:123456789012:resource-2,*,12,10,8,2026-08-04 05:50:00+00:00,2026-09-08 01:56:00+00:00,10,2,0.8333333333333334,0.16666666666666666,INTENDED,READ,LOW,2
93,synthetic-user-01,ApplicationDeveloper-Role,s3:ListBucket,arn:aws:synthetic:s3:123456789012:resource-3,*,9,9,11,2026-08-11 10:26:00+00:00,2026-09-05 01:29:00+00:00,7,2,0.7777777777777778,0.2222222222222222,INTENDED,READ,LOW,2
94,synthetic-user-01,ApplicationDeveloper-Role,s3:ListBucket,arn:aws:synthetic:s3:123456789012:resource-4,*,12,10,13,2026-08-01 17:26:00+00:00,2026-09-02 22:17:00+00:00,12,0,1.0,0.0,INTENDED,READ,LOW,2
95,synthetic-user-01,ApplicationDeveloper-Role,s3:ListBucket,arn:aws:synthetic:s3:123456789012:resource-5,*,7,7,14,2026-08-13 22:15:00+00:00,2026-09-02 08:52:00+00:00,6,1,0.8571428571428571,0.14285714285714285,INTENDED,READ,LOW,2
96,synthetic-user-01,ApplicationDeveloper-Role,s3:PutObject,arn:aws:synthetic:s3:123456789012:resource-1,*,10,8,6,2026-08-05 22:18:00+00:00,2026-09-10 08:49:00+00:00,10,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
97,synthetic-user-01,ApplicationDeveloper-Role,s3:PutObject,arn:aws:synthetic:s3:123456789012:resource-2,*,11,9,8,2026-08-02 18:24:00+00:00,2026-09-08 07:31:00+00:00,11,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
98,synthetic-user-01,ApplicationDeveloper-Role,s3:PutObject,arn:aws:synthetic:s3:123456789012:resource-3,*,12,10,15,2026-08-02 09:36:00+00:00,2026-08-31 21:07:00+00:00,12,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
99,synthetic-user-01,ApplicationDeveloper-Role,s3:PutObject,arn:aws:synthetic:s3:123456789012:resource-4,*,11,11,6,2026-08-01 13:52:00+00:00,2026-09-10 07:06:00+00:00,11,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
100,synthetic-user-01,ApplicationDeveloper-Role,s3:PutObject,arn:aws:synthetic:s3:123456789012:resource-5,*,6,6,6,2026-08-01 16:12:00+00:00,2026-09-09 21:24:00+00:00,6,0,1.0,0.0,INTENDED,WRITE,MEDIUM,5
101,synthetic-user-02,ApplicationDeveloper-Role,dynamodb:DeleteItem,arn:aws:synthetic:dynamodb:123456789012:resource-1,*,3,3,30,2026-08-04 21:13:00+00:00,2026-08-16 20:27:00+00:00,2,1,0.6666666666666666,0.3333333333333333,EXCESSIVE,DELETE,HIGH,8
102,synthetic-user-02,ApplicationDeveloper-Role,dynamodb:DeleteItem,arn:aws:synthetic:dynamodb:123456789012:resource-2,*,2,2,8,2026-08-03 18:50:00+00:00,2026-09-08 04:23:00+00:00,0,2,0.0,1.0,EXCESSIVE,DELETE,HIGH,8
