id,user_id,role_id,position,department,team,action,resource,resource_scope,permission_age_days,policy_attachment,usage_count,unique_days_used,days_since_last_use,first_used,last_used,success_count,failure_count,success_rate,failure_rate,permission_status,service,operation_type,risk_level,risk_weight,reason,row_id,active_days,usage_frequency,smoothed_failure_rate,log_usage_count,log_unique_days_used,action_family,is_delete,is_permission_change,is_security_sensitive,is_wildcard_resource,scope_breadth
11,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,events:CreateEndpoint,arn:aws:synthetic:eventbridge:123456789012:resource/createendpoint-8141,specific,495,INLINE,3,1,57,2026-06-23 22:16:00+00:00,2026-07-24 22:16:00+00:00,3,0,1.0,0.0,EXCESSIVE,EventBridge,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,11,31.0,3.0,0.2,1.3862943611198906,0.6931471805599453,create,0,0,0,0,0.0
12,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:BacktrackDBCluster,arn:aws:synthetic:rds:123456789012:resource/backtrackdbcluster-6296,specific,164,MANAGED,4,4,3,2026-08-02 05:27:00+00:00,2026-09-17 05:27:00+00:00,4,0,1.0,0.0,INTENDED,RDS,OTHER,MEDIUM,5,Project-defined review required for this operation.,12,46.0,1.0,0.16666666666666666,1.6094379124341003,1.6094379124341003,other,0,0,0,0,0.0
13,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:DeleteDBSubnetGroup,arn:aws:synthetic:rds:123456789012:resource/deletedbsubnetgroup-8941,specific,643,INLINE,11,9,5,2026-09-01 04:07:00+00:00,2026-09-15 04:07:00+00:00,11,0,1.0,0.0,INTENDED,RDS,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",13,14.0,1.2222222222222223,0.07692307692307693,2.4849066497880004,2.302585092994046,delete,1,0,0,0,0.0
14,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ssm:AssociateOpsItemRelatedItem,arn:aws:synthetic:systems-manager:123456789012:resource/associateopsitemrelateditem-5526,specific,422,INLINE,8,3,99,2026-06-08 20:05:00+00:00,2026-06-12 20:05:00+00:00,8,0,1.0,0.0,EXCESSIVE,Systems Manager,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,14,4.0,2.6666666666666665,0.1,2.1972245773362196,1.3862943611198906,other,0,0,0,0,0.0
15,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:UpdateTableReplicaAutoScaling,arn:aws:synthetic:dynamodb:123456789012:resource/updatetablereplicaautoscaling-7730,specific,132,MANAGED,1,1,9,2026-08-25 20:58:00+00:00,2026-09-10 20:58:00+00:00,1,0,1.0,0.0,INTENDED,DynamoDB,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,15,16.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,update,0,0,0,0,0.0
16,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetRestApi,*,*,529,INLINE,1,1,87,2026-05-31 14:06:00+00:00,2026-06-24 14:06:00+00:00,1,0,1.0,0.0,INTENDED,API Gateway,READ,LOW,2,Primarily reads or inspects AWS state/data.,16,24.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,get,0,0,0,1,1.0
17,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:ApplyPendingMaintenanceAction,arn:aws:synthetic:rds:123456789012:resource/applypendingmaintenanceaction-4846,specific,704,MANAGED,38,17,44,2026-08-04 02:03:00+00:00,2026-08-07 02:03:00+00:00,37,1,0.9736842105263158,0.026316,INTENDED,RDS,OTHER,MEDIUM,5,Project-defined review required for this operation.,17,3.0,2.235294117647059,0.05,3.6635616461296463,2.8903717578961645,other,0,0,0,0,0.0
18,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetRequestValidator,*,*,573,MANAGED,17,7,40,2026-07-10 05:21:00+00:00,2026-08-11 05:21:00+00:00,17,0,1.0,0.0,INTENDED,API Gateway,READ,LOW,2,Primarily reads or inspects AWS state/data.,18,32.0,2.4285714285714284,0.05263157894736842,2.8903717578961645,2.0794415416798357,get,0,0,0,1,1.0
19,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:PutBucketEncryption,arn:aws:synthetic:s3:123456789012:resource/putbucketencryption-5210,specific,163,INLINE,144,47,14,2026-06-11 14:14:00+00:00,2026-09-05 14:14:00+00:00,137,7,0.9513888888888888,0.048611,INTENDED,S3,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,19,86.0,3.0638297872340425,0.0547945205479452,4.976733742420574,3.871201010907891,put,0,0,0,0,0.0
20,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetGatewayResponses,arn:aws:synthetic:api-gateway:123456789012:resource/getgatewayresponses-6400,specific,261,MANAGED,8,6,81,2026-06-08 16:41:00+00:00,2026-06-30 16:41:00+00:00,8,0,1.0,0.0,INTENDED,API Gateway,READ,LOW,2,Primarily reads or inspects AWS state/data.,20,22.0,1.3333333333333333,0.1,2.1972245773362196,1.9459101490553132,get,0,0,0,0,0.0
21,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ec2:RevokeSecurityGroupEgress,arn:aws:synthetic:ec2:123456789012:resource/revokesecuritygroupegress-1430,specific,191,MANAGED,4,3,23,2026-06-08 07:13:00+00:00,2026-08-28 07:13:00+00:00,4,0,1.0,0.0,EXCESSIVE,EC2,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.,21,81.0,1.3333333333333333,0.16666666666666666,1.6094379124341003,1.3862943611198906,other,0,1,0,0,0.0
22,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetMethodResponse,arn:aws:synthetic:api-gateway:123456789012:resource/getmethodresponse-6314,specific,138,INLINE,42,11,31,2026-06-27 16:32:00+00:00,2026-08-19 16:32:00+00:00,40,2,0.9523809523809523,0.047619,INTENDED,API Gateway,READ,LOW,2,Primarily reads or inspects AWS state/data.,22,53.0,3.8181818181818183,0.06818181818181818,3.7612001156935624,2.4849066497880004,get,0,0,0,0,0.0
23,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:PutBucketNotification,arn:aws:synthetic:s3:123456789012:resource/putbucketnotification-7560,specific,701,INLINE,8,4,7,2026-08-19 19:28:00+00:00,2026-09-12 19:28:00+00:00,8,0,1.0,0.0,INTENDED,S3,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,23,24.0,2.0,0.1,2.1972245773362196,1.6094379124341003,put,0,0,0,0,0.0
24,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,logs:ListLogGroups,*,*,311,INLINE,3,2,96,2026-05-26 16:40:00+00:00,2026-06-15 16:40:00+00:00,3,0,1.0,0.0,EXCESSIVE,CloudWatch Logs,READ,LOW,2,Primarily reads or inspects AWS state/data.,24,20.0,1.5,0.2,1.3862943611198906,1.0986122886681098,list,0,0,0,1,1.0
25,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:BatchGetImage,arn:aws:synthetic:ecr:123456789012:resource/batchgetimage-2215,specific,93,MANAGED,9,5,39,2026-06-23 16:28:00+00:00,2026-08-11 16:28:00+00:00,9,0,1.0,0.0,INTENDED,ECR,READ,LOW,2,Primarily reads or inspects AWS state/data.,25,49.0,1.8,0.09090909090909091,2.302585092994046,1.791759469228055,other,0,0,0,0,0.0
26,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:ListImageReferrers,*,*,431,INLINE,21,17,28,2026-06-05 19:27:00+00:00,2026-08-22 19:27:00+00:00,21,0,1.0,0.0,INTENDED,ECR,READ,LOW,2,Primarily reads or inspects AWS state/data.,26,78.0,1.2352941176470589,0.043478260869565216,3.091042453358316,2.8903717578961645,list,0,0,0,1,1.0
27,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetBucketTagging,arn:aws:synthetic:s3:123456789012:resource/getbuckettagging-2388,specific,188,INLINE,7,4,43,2026-06-14 19:55:00+00:00,2026-08-07 19:55:00+00:00,6,1,0.8571428571428571,0.142857,INTENDED,S3,READ,LOW,2,Primarily reads or inspects AWS state/data.,27,54.0,1.75,0.2222222222222222,2.0794415416798357,1.6094379124341003,get,0,0,0,0,0.0
28,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:DeleteSigningConfiguration,*,*,157,MANAGED,35,20,39,2026-06-25 07:22:00+00:00,2026-08-12 07:22:00+00:00,35,0,1.0,0.0,INTENDED,ECR,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",28,48.0,1.75,0.02702702702702703,3.58351893845611,3.044522437723423,delete,1,0,0,1,1.0
29,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:DescribeDBClusterParameterGroups,*,*,113,MANAGED,2,2,22,2026-08-23 11:34:00+00:00,2026-08-29 11:34:00+00:00,2,0,1.0,0.0,INTENDED,RDS,READ,LOW,2,Primarily reads or inspects AWS state/data.,29,6.0,1.0,0.25,1.0986122886681098,1.0986122886681098,describe,0,0,0,1,1.0
30,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:DeleteBucketIntelligentTieringConfiguration,*,*,653,MANAGED,2,1,39,2026-08-02 11:03:00+00:00,2026-08-12 11:03:00+00:00,2,0,1.0,0.0,INTENDED,S3,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",30,10.0,2.0,0.25,1.0986122886681098,0.6931471805599453,delete,1,0,0,1,1.0
31,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:DescribeRepositories,*,*,177,MANAGED,1,1,108,2026-06-03 16:26:00+00:00,2026-06-03 16:26:00+00:00,1,0,1.0,0.0,INTENDED,ECR,READ,LOW,2,Primarily reads or inspects AWS state/data.,31,0.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,describe,0,0,0,1,1.0
32,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ec2:DeleteLaunchTemplate,arn:aws:synthetic:ec2:123456789012:resource/deletelaunchtemplate-6780,specific,117,MANAGED,0,0,92,,,0,0,0.0,0.0,EXCESSIVE,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",32,,,0.5,0.0,0.0,delete,1,0,0,0,0.0
33,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetObjectTagging,*,*,520,INLINE,11,5,1,2026-09-11 00:10:00+00:00,2026-09-19 00:10:00+00:00,11,0,1.0,0.0,INTENDED,S3,READ,LOW,2,Primarily reads or inspects AWS state/data.,33,8.0,2.2,0.07692307692307693,2.4849066497880004,1.791759469228055,get,0,0,0,1,1.0
34,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:DeregisterPullTimeUpdateExclusion,arn:aws:synthetic:ecr:123456789012:resource/deregisterpulltimeupdateexclusio-2033,specific,193,INLINE,43,4,19,2026-06-23 19:35:00+00:00,2026-08-31 19:35:00+00:00,43,0,1.0,0.0,INTENDED,ECR,OTHER,MEDIUM,5,Project-defined review required for this operation.,34,69.0,10.75,0.022222222222222223,3.784189633918261,1.6094379124341003,other,0,0,0,0,0.0
35,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:SendDurableExecutionCallbackHeartbeat,*,*,728,MANAGED,23,17,43,2026-06-21 21:37:00+00:00,2026-08-07 21:37:00+00:00,22,1,0.9565217391304348,0.043478,INTENDED,Lambda,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,35,47.0,1.3529411764705883,0.08,3.1780538303479458,2.8903717578961645,send,0,0,0,1,1.0
36,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:DeleteResourcePolicy,arn:aws:synthetic:dynamodb:123456789012:resource/deleteresourcepolicy-2063,specific,508,INLINE,5,2,91,2026-06-17 19:46:00+00:00,2026-06-20 19:46:00+00:00,5,0,1.0,0.0,INTENDED,DynamoDB,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.,36,3.0,2.5,0.14285714285714285,1.791759469228055,1.0986122886681098,delete,0,1,0,0,0.0
37,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:ListProvisionedConcurrencyConfigs,arn:aws:synthetic:lambda:123456789012:resource/listprovisionedconcurrencyconfig-2412,specific,544,INLINE,1,1,35,2026-07-23 15:23:00+00:00,2026-08-15 15:23:00+00:00,1,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2,Primarily reads or inspects AWS state/data.,37,23.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,list,0,0,0,0,0.0
38,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetApiKeys,arn:aws:synthetic:api-gateway:123456789012:resource/getapikeys-9488,specific,670,MANAGED,1,1,5,2026-06-26 03:48:00+00:00,2026-09-15 03:48:00+00:00,1,0,1.0,0.0,INTENDED,API Gateway,READ,LOW,2,Primarily reads or inspects AWS state/data.,38,81.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,get,0,0,0,0,0.0
39,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:GetCapacityProvider,arn:aws:synthetic:lambda:123456789012:resource/getcapacityprovider-2530,specific,662,INLINE,3,2,1,2026-06-29 09:58:00+00:00,2026-09-19 09:58:00+00:00,3,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2,Primarily reads or inspects AWS state/data.,39,82.0,1.5,0.2,1.3862943611198906,1.0986122886681098,get,0,0,0,0,0.0
40,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,sagemaker:DescribeSubscribedWorkteam,arn:aws:synthetic:sagemaker:123456789012:resource/describesubscribedworkteam-9938,specific,445,MANAGED,0,0,168,,,0,0,0.0,0.0,EXCESSIVE,SageMaker,READ,LOW,2,Primarily reads or inspects AWS state/data.,40,,,0.5,0.0,0.0,describe,0,0,0,0,0.0
41,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:BatchGetRepositoryScanningConfiguration,arn:aws:synthetic:ecr:123456789012:resource/batchgetrepositoryscanningconfig-1981,specific,507,INLINE,2,2,22,2026-05-23 23:52:00+00:00,2026-08-28 23:52:00+00:00,2,0,1.0,0.0,INTENDED,ECR,READ,LOW,2,Primarily reads or inspects AWS state/data.,41,97.0,1.0,0.25,1.0986122886681098,1.0986122886681098,other,0,0,0,0,0.0
42,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:BatchExecuteStatement,*,*,660,MANAGED,0,0,119,,,0,0,0.0,0.0,INTENDED,DynamoDB,OTHER,MEDIUM,5,Project-defined review required for this operation.,42,,,0.5,0.0,0.0,other,0,0,0,1,1.0
43,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,redshift:CreateSnapshotSchedule,*,*,498,INLINE,2,1,80,2026-06-12 21:29:00+00:00,2026-07-01 21:29:00+00:00,2,0,1.0,0.0,EXCESSIVE,Redshift,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,43,19.0,2.0,0.25,1.0986122886681098,0.6931471805599453,create,0,0,0,1,1.0
44,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:ListTagsForResource,*,*,442,MANAGED,1,1,6,2026-05-24 22:52:00+00:00,2026-09-13 22:52:00+00:00,1,0,1.0,0.0,INTENDED,ECR,READ,LOW,2,Primarily reads or inspects AWS state/data.,44,112.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,list,0,0,0,1,1.0
45,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:UpdateGlobalTableSettings,*,*,105,MANAGED,0,0,137,,,0,0,0.0,0.0,INTENDED,DynamoDB,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,45,,,0.5,0.0,0.0,update,0,0,0,1,1.0
46,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:PutResourcePolicy,arn:aws:synthetic:dynamodb:123456789012:resource/putresourcepolicy-5582,specific,450,MANAGED,49,42,35,2026-07-29 00:12:00+00:00,2026-08-16 00:12:00+00:00,45,4,0.9183673469387755,0.081633,INTENDED,DynamoDB,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.,46,18.0,1.1666666666666667,0.09803921568627451,3.912023005428146,3.7612001156935624,put,0,1,0,0,0.0
47,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:InvokeWithResponseStream,arn:aws:synthetic:lambda:123456789012:resource/invokewithresponsestream-2020,specific,325,INLINE,11,7,29,2026-06-13 18:39:00+00:00,2026-08-21 18:39:00+00:00,11,0,1.0,0.0,INTENDED,Lambda,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,47,69.0,1.5714285714285714,0.07692307692307693,2.4849066497880004,2.0794415416798357,invoke,0,0,0,0,0.0
48,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:GetDurableExecutionHistory,arn:aws:synthetic:lambda:123456789012:resource/getdurableexecutionhistory-9011,specific,581,MANAGED,6,2,22,2026-08-24 07:42:00+00:00,2026-08-29 07:42:00+00:00,6,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2,Primarily reads or inspects AWS state/data.,48,5.0,3.0,0.125,1.9459101490553132,1.0986122886681098,get,0,0,0,0,0.0
49,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,route53:DeleteTrafficPolicyInstance,arn:aws:synthetic:route-53:123456789012:resource/deletetrafficpolicyinstance-5450,specific,727,INLINE,1,1,14,2026-07-16 10:54:00+00:00,2026-09-06 10:54:00+00:00,1,0,1.0,0.0,EXCESSIVE,Route 53,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.,49,52.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,delete,0,1,0,0,0.0
50,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:GetFunction,*,*,467,MANAGED,40,28,41,2026-07-30 10:02:00+00:00,2026-08-10 10:02:00+00:00,39,1,0.975,0.025,INTENDED,Lambda,READ,LOW,2,Primarily reads or inspects AWS state/data.,50,11.0,1.4285714285714286,0.047619047619047616,3.713572066704308,3.367295829986474,get,0,0,0,1,1.0
51,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:PutObjectTagging,*,*,93,INLINE,3,1,17,2026-06-21 01:41:00+00:00,2026-09-03 01:41:00+00:00,2,1,0.6666666666666666,0.333333,INTENDED,S3,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,51,74.0,3.0,0.4,1.3862943611198906,0.6931471805599453,put,0,0,0,1,1.0
52,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,guardduty:ListTrustedEntitySets,arn:aws:synthetic:guardduty:123456789012:resource/listtrustedentitysets-3616,specific,186,MANAGED,1,1,52,2026-07-02 00:21:00+00:00,2026-07-30 00:21:00+00:00,1,0,1.0,0.0,EXCESSIVE,GuardDuty,READ,LOW,2,Primarily reads or inspects AWS state/data.,52,28.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,list,0,0,0,0,0.0
53,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:UpdateUsagePlan,arn:aws:synthetic:api-gateway:123456789012:resource/updateusageplan-7121,specific,530,INLINE,12,5,38,2026-06-17 09:27:00+00:00,2026-08-13 09:27:00+00:00,12,0,1.0,0.0,INTENDED,API Gateway,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,53,57.0,2.4,0.07142857142857142,2.5649493574615367,1.791759469228055,update,0,0,0,0,0.0
54,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:DescribeLimits,arn:aws:synthetic:dynamodb:123456789012:resource/describelimits-8298,specific,33,INLINE,30,26,1,2026-06-06 23:44:00+00:00,2026-09-18 23:44:00+00:00,30,0,1.0,0.0,INTENDED,DynamoDB,READ,LOW,2,Primarily reads or inspects AWS state/data.,54,104.0,1.1538461538461537,0.03125,3.4339872044851463,3.295836866004329,describe,0,0,0,0,0.0
55,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetBucketRequestPayment,arn:aws:synthetic:s3:123456789012:resource/getbucketrequestpayment-8585,specific,252,INLINE,12,9,7,2026-06-21 10:09:00+00:00,2026-09-13 10:09:00+00:00,12,0,1.0,0.0,INTENDED,S3,READ,LOW,2,Primarily reads or inspects AWS state/data.,55,84.0,1.3333333333333333,0.07142857142857142,2.5649493574615367,2.302585092994046,get,0,0,0,0,0.0
56,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:ListCapacityProviders,*,*,218,MANAGED,13,4,26,2026-08-18 02:43:00+00:00,2026-08-25 02:43:00+00:00,13,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2,Primarily reads or inspects AWS state/data.,56,7.0,3.25,0.06666666666666667,2.6390573296152584,1.6094379124341003,list,0,0,0,1,1.0
57,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:TagResource,*,*,82,MANAGED,6,4,33,2026-07-18 07:36:00+00:00,2026-08-18 07:36:00+00:00,6,0,1.0,0.0,INTENDED,DynamoDB,TAGGING,LOW,3,Changes resource tags or metadata.,57,31.0,1.5,0.125,1.9459101490553132,1.6094379124341003,tag,0,0,0,1,1.0
58,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:DeleteBucket,arn:aws:synthetic:s3:123456789012:resource/deletebucket-1647,specific,319,MANAGED,10,7,21,2026-08-29 02:02:00+00:00,2026-08-30 02:02:00+00:00,10,0,1.0,0.0,INTENDED,S3,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",58,1.0,1.4285714285714286,0.08333333333333333,2.3978952727983707,2.0794415416798357,delete,1,0,0,0,0.0
