id,user_id,role_id,position,department,team,action,resource,resource_scope,permission_age_days,policy_attachment,usage_count,unique_days_used,days_since_last_use,first_used,last_used,success_count,failure_count,success_rate,failure_rate,permission_status,service,operation_type,risk_level,risk_weight
11,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,events:CreateEndpoint,arn:aws:synthetic:eventbridge:123456789012:resource/createendpoint-8141,specific,495,INLINE,3,1,57,2026-06-23T22:16:00Z,2026-07-24T22:16:00Z,3,0,1.0,0.0,EXCESSIVE,EventBridge,WRITE,MEDIUM,5
12,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:BacktrackDBCluster,arn:aws:synthetic:rds:123456789012:resource/backtrackdbcluster-6296,specific,164,MANAGED,4,4,3,2026-08-02T05:27:00Z,2026-09-17T05:27:00Z,4,0,1.0,0.0,INTENDED,RDS,OTHER,MEDIUM,5
13,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:DeleteDBSubnetGroup,arn:aws:synthetic:rds:123456789012:resource/deletedbsubnetgroup-8941,specific,643,INLINE,11,9,5,2026-09-01T04:07:00Z,2026-09-15T04:07:00Z,11,0,1.0,0.0,INTENDED,RDS,DELETE,HIGH,8
14,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ssm:AssociateOpsItemRelatedItem,arn:aws:synthetic:systems-manager:123456789012:resource/associateopsitemrelateditem-5526,specific,422,INLINE,8,3,99,2026-06-08T20:05:00Z,2026-06-12T20:05:00Z,8,0,1.0,0.0,EXCESSIVE,Systems Manager,WRITE,MEDIUM,5
15,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:UpdateTableReplicaAutoScaling,arn:aws:synthetic:dynamodb:123456789012:resource/updatetablereplicaautoscaling-7730,specific,132,MANAGED,1,1,9,2026-08-25T20:58:00Z,2026-09-10T20:58:00Z,1,0,1.0,0.0,INTENDED,DynamoDB,WRITE,MEDIUM,5
16,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetRestApi,*,*,529,INLINE,1,1,87,2026-05-31T14:06:00Z,2026-06-24T14:06:00Z,1,0,1.0,0.0,INTENDED,API Gateway,READ,LOW,2
17,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:ApplyPendingMaintenanceAction,arn:aws:synthetic:rds:123456789012:resource/applypendingmaintenanceaction-4846,specific,704,MANAGED,38,17,44,2026-08-04T02:03:00Z,2026-08-07T02:03:00Z,37,1,0.973684,0.026316,INTENDED,RDS,OTHER,MEDIUM,5
18,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetRequestValidator,*,*,573,MANAGED,17,7,40,2026-07-10T05:21:00Z,2026-08-11T05:21:00Z,17,0,1.0,0.0,INTENDED,API Gateway,READ,LOW,2
19,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:PutBucketEncryption,arn:aws:synthetic:s3:123456789012:resource/putbucketencryption-5210,specific,163,INLINE,144,47,14,2026-06-11T14:14:00Z,2026-09-05T14:14:00Z,137,7,0.951389,0.048611,INTENDED,S3,WRITE,MEDIUM,5
20,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetGatewayResponses,arn:aws:synthetic:api-gateway:123456789012:resource/getgatewayresponses-6400,specific,261,MANAGED,8,6,81,2026-06-08T16:41:00Z,2026-06-30T16:41:00Z,8,0,1.0,0.0,INTENDED,API Gateway,READ,LOW,2
21,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ec2:RevokeSecurityGroupEgress,arn:aws:synthetic:ec2:123456789012:resource/revokesecuritygroupegress-1430,specific,191,MANAGED,4,3,23,2026-06-08T07:13:00Z,2026-08-28T07:13:00Z,4,0,1.0,0.0,EXCESSIVE,EC2,PERMISSION_CHANGE,CRITICAL,10
22,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetMethodResponse,arn:aws:synthetic:api-gateway:123456789012:resource/getmethodresponse-6314,specific,138,INLINE,42,11,31,2026-06-27T16:32:00Z,2026-08-19T16:32:00Z,40,2,0.952381,0.047619,INTENDED,API Gateway,READ,LOW,2
23,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:PutBucketNotification,arn:aws:synthetic:s3:123456789012:resource/putbucketnotification-7560,specific,701,INLINE,8,4,7,2026-08-19T19:28:00Z,2026-09-12T19:28:00Z,8,0,1.0,0.0,INTENDED,S3,WRITE,MEDIUM,5
24,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,logs:ListLogGroups,*,*,311,INLINE,3,2,96,2026-05-26T16:40:00Z,2026-06-15T16:40:00Z,3,0,1.0,0.0,EXCESSIVE,CloudWatch Logs,READ,LOW,2
25,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:BatchGetImage,arn:aws:synthetic:ecr:123456789012:resource/batchgetimage-2215,specific,93,MANAGED,9,5,39,2026-06-23T16:28:00Z,2026-08-11T16:28:00Z,9,0,1.0,0.0,INTENDED,ECR,READ,LOW,2
26,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:ListImageReferrers,*,*,431,INLINE,21,17,28,2026-06-05T19:27:00Z,2026-08-22T19:27:00Z,21,0,1.0,0.0,INTENDED,ECR,READ,LOW,2
27,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetBucketTagging,arn:aws:synthetic:s3:123456789012:resource/getbuckettagging-2388,specific,188,INLINE,7,4,43,2026-06-14T19:55:00Z,2026-08-07T19:55:00Z,6,1,0.857143,0.142857,INTENDED,S3,READ,LOW,2
28,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:DeleteSigningConfiguration,*,*,157,MANAGED,35,20,39,2026-06-25T07:22:00Z,2026-08-12T07:22:00Z,35,0,1.0,0.0,INTENDED,ECR,DELETE,HIGH,8
29,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:DescribeDBClusterParameterGroups,*,*,113,MANAGED,2,2,22,2026-08-23T11:34:00Z,2026-08-29T11:34:00Z,2,0,1.0,0.0,INTENDED,RDS,READ,LOW,2
30,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:DeleteBucketIntelligentTieringConfiguration,*,*,653,MANAGED,2,1,39,2026-08-02T11:03:00Z,2026-08-12T11:03:00Z,2,0,1.0,0.0,INTENDED,S3,DELETE,HIGH,8
31,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:DescribeRepositories,*,*,177,MANAGED,1,1,108,2026-06-03T16:26:00Z,2026-06-03T16:26:00Z,1,0,1.0,0.0,INTENDED,ECR,READ,LOW,2
32,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ec2:DeleteLaunchTemplate,arn:aws:synthetic:ec2:123456789012:resource/deletelaunchtemplate-6780,specific,117,MANAGED,0,0,92,,,0,0,0.0,0.0,EXCESSIVE,EC2,DELETE,HIGH,8
33,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetObjectTagging,*,*,520,INLINE,11,5,1,2026-09-11T00:10:00Z,2026-09-19T00:10:00Z,11,0,1.0,0.0,INTENDED,S3,READ,LOW,2
34,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:DeregisterPullTimeUpdateExclusion,arn:aws:synthetic:ecr:123456789012:resource/deregisterpulltimeupdateexclusio-2033,specific,193,INLINE,43,4,19,2026-06-23T19:35:00Z,2026-08-31T19:35:00Z,43,0,1.0,0.0,INTENDED,ECR,OTHER,MEDIUM,5
35,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:SendDurableExecutionCallbackHeartbeat,*,*,728,MANAGED,23,17,43,2026-06-21T21:37:00Z,2026-08-07T21:37:00Z,22,1,0.956522,0.043478,INTENDED,Lambda,WRITE,MEDIUM,5
36,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:DeleteResourcePolicy,arn:aws:synthetic:dynamodb:123456789012:resource/deleteresourcepolicy-2063,specific,508,INLINE,5,2,91,2026-06-17T19:46:00Z,2026-06-20T19:46:00Z,5,0,1.0,0.0,INTENDED,DynamoDB,PERMISSION_CHANGE,CRITICAL,10
37,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:ListProvisionedConcurrencyConfigs,arn:aws:synthetic:lambda:123456789012:resource/listprovisionedconcurrencyconfig-2412,specific,544,INLINE,1,1,35,2026-07-23T15:23:00Z,2026-08-15T15:23:00Z,1,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2
38,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:GetApiKeys,arn:aws:synthetic:api-gateway:123456789012:resource/getapikeys-9488,specific,670,MANAGED,1,1,5,2026-06-26T03:48:00Z,2026-09-15T03:48:00Z,1,0,1.0,0.0,INTENDED,API Gateway,READ,LOW,2
39,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:GetCapacityProvider,arn:aws:synthetic:lambda:123456789012:resource/getcapacityprovider-2530,specific,662,INLINE,3,2,1,2026-06-29T09:58:00Z,2026-09-19T09:58:00Z,3,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2
40,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,sagemaker:DescribeSubscribedWorkteam,arn:aws:synthetic:sagemaker:123456789012:resource/describesubscribedworkteam-9938,specific,445,MANAGED,0,0,168,,,0,0,0.0,0.0,EXCESSIVE,SageMaker,READ,LOW,2
41,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:BatchGetRepositoryScanningConfiguration,arn:aws:synthetic:ecr:123456789012:resource/batchgetrepositoryscanningconfig-1981,specific,507,INLINE,2,2,22,2026-05-23T23:52:00Z,2026-08-28T23:52:00Z,2,0,1.0,0.0,INTENDED,ECR,READ,LOW,2
42,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:BatchExecuteStatement,*,*,660,MANAGED,0,0,119,,,0,0,0.0,0.0,INTENDED,DynamoDB,OTHER,MEDIUM,5
43,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,redshift:CreateSnapshotSchedule,*,*,498,INLINE,2,1,80,2026-06-12T21:29:00Z,2026-07-01T21:29:00Z,2,0,1.0,0.0,EXCESSIVE,Redshift,WRITE,MEDIUM,5
44,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,ecr:ListTagsForResource,*,*,442,MANAGED,1,1,6,2026-05-24T22:52:00Z,2026-09-13T22:52:00Z,1,0,1.0,0.0,INTENDED,ECR,READ,LOW,2
45,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:UpdateGlobalTableSettings,*,*,105,MANAGED,0,0,137,,,0,0,0.0,0.0,INTENDED,DynamoDB,WRITE,MEDIUM,5
46,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:PutResourcePolicy,arn:aws:synthetic:dynamodb:123456789012:resource/putresourcepolicy-5582,specific,450,MANAGED,49,42,35,2026-07-29T00:12:00Z,2026-08-16T00:12:00Z,45,4,0.918367,0.081633,INTENDED,DynamoDB,PERMISSION_CHANGE,CRITICAL,10
47,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:InvokeWithResponseStream,arn:aws:synthetic:lambda:123456789012:resource/invokewithresponsestream-2020,specific,325,INLINE,11,7,29,2026-06-13T18:39:00Z,2026-08-21T18:39:00Z,11,0,1.0,0.0,INTENDED,Lambda,WRITE,MEDIUM,5
48,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:GetDurableExecutionHistory,arn:aws:synthetic:lambda:123456789012:resource/getdurableexecutionhistory-9011,specific,581,MANAGED,6,2,22,2026-08-24T07:42:00Z,2026-08-29T07:42:00Z,6,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2
49,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,route53:DeleteTrafficPolicyInstance,arn:aws:synthetic:route-53:123456789012:resource/deletetrafficpolicyinstance-5450,specific,727,INLINE,1,1,14,2026-07-16T10:54:00Z,2026-09-06T10:54:00Z,1,0,1.0,0.0,EXCESSIVE,Route 53,PERMISSION_CHANGE,CRITICAL,10
50,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:GetFunction,*,*,467,MANAGED,40,28,41,2026-07-30T10:02:00Z,2026-08-10T10:02:00Z,39,1,0.975,0.025,INTENDED,Lambda,READ,LOW,2
51,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:PutObjectTagging,*,*,93,INLINE,3,1,17,2026-06-21T01:41:00Z,2026-09-03T01:41:00Z,2,1,0.666667,0.333333,INTENDED,S3,WRITE,MEDIUM,5
52,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,guardduty:ListTrustedEntitySets,arn:aws:synthetic:guardduty:123456789012:resource/listtrustedentitysets-3616,specific,186,MANAGED,1,1,52,2026-07-02T00:21:00Z,2026-07-30T00:21:00Z,1,0,1.0,0.0,EXCESSIVE,GuardDuty,READ,LOW,2
53,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:UpdateUsagePlan,arn:aws:synthetic:api-gateway:123456789012:resource/updateusageplan-7121,specific,530,INLINE,12,5,38,2026-06-17T09:27:00Z,2026-08-13T09:27:00Z,12,0,1.0,0.0,INTENDED,API Gateway,WRITE,MEDIUM,5
54,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:DescribeLimits,arn:aws:synthetic:dynamodb:123456789012:resource/describelimits-8298,specific,33,INLINE,30,26,1,2026-06-06T23:44:00Z,2026-09-18T23:44:00Z,30,0,1.0,0.0,INTENDED,DynamoDB,READ,LOW,2
55,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetBucketRequestPayment,arn:aws:synthetic:s3:123456789012:resource/getbucketrequestpayment-8585,specific,252,INLINE,12,9,7,2026-06-21T10:09:00Z,2026-09-13T10:09:00Z,12,0,1.0,0.0,INTENDED,S3,READ,LOW,2
56,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:ListCapacityProviders,*,*,218,MANAGED,13,4,26,2026-08-18T02:43:00Z,2026-08-25T02:43:00Z,13,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2
57,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:TagResource,*,*,82,MANAGED,6,4,33,2026-07-18T07:36:00Z,2026-08-18T07:36:00Z,6,0,1.0,0.0,INTENDED,DynamoDB,TAGGING,LOW,3
58,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:DeleteBucket,arn:aws:synthetic:s3:123456789012:resource/deletebucket-1647,specific,319,MANAGED,10,7,21,2026-08-29T02:02:00Z,2026-08-30T02:02:00Z,10,0,1.0,0.0,INTENDED,S3,DELETE,HIGH,8
59,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:CreateDBClusterEndpoint,arn:aws:synthetic:rds:123456789012:resource/createdbclusterendpoint-6886,specific,265,MANAGED,7,4,20,2026-06-19T22:58:00Z,2026-08-30T22:58:00Z,6,1,0.857143,0.142857,INTENDED,RDS,WRITE,MEDIUM,5
60,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,sagemaker:DeleteMonitoringSchedule,arn:aws:synthetic:sagemaker:123456789012:resource/deletemonitoringschedule-5026,specific,585,INLINE,1,1,108,2026-06-02T00:50:00Z,2026-06-04T00:50:00Z,1,0,1.0,0.0,EXCESSIVE,SageMaker,DELETE,HIGH,8
61,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:DescribeReservedDBInstancesOfferings,arn:aws:synthetic:rds:123456789012:resource/describereserveddbinstancesoffer-2217,specific,46,INLINE,55,38,42,2026-06-08T16:02:00Z,2026-08-08T16:02:00Z,53,2,0.963636,0.036364,INTENDED,RDS,READ,LOW,2
62,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:ListImports,arn:aws:synthetic:dynamodb:123456789012:resource/listimports-7525,specific,706,MANAGED,18,6,24,2026-05-30T12:52:00Z,2026-08-26T12:52:00Z,18,0,1.0,0.0,INTENDED,DynamoDB,READ,LOW,2
63,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,glue:DeleteSchemaVersions,*,*,135,INLINE,6,2,6,2026-08-06T10:00:00Z,2026-09-14T10:00:00Z,6,0,1.0,0.0,EXCESSIVE,Glue,DELETE,HIGH,8
64,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:UpdateMethodResponse,*,*,139,INLINE,14,14,35,2026-06-11T04:24:00Z,2026-08-16T04:24:00Z,14,0,1.0,0.0,INTENDED,API Gateway,WRITE,MEDIUM,5
65,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:EnableKinesisStreamingDestination,arn:aws:synthetic:dynamodb:123456789012:resource/enablekinesisstreamingdestinatio-7483,specific,588,INLINE,15,12,38,2026-07-03T07:41:00Z,2026-08-13T07:41:00Z,15,0,1.0,0.0,INTENDED,DynamoDB,WRITE,MEDIUM,5
66,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetBucketReplication,arn:aws:synthetic:s3:123456789012:resource/getbucketreplication-1440,specific,552,INLINE,31,24,26,2026-08-07T14:29:00Z,2026-08-24T14:29:00Z,30,1,0.967742,0.032258,INTENDED,S3,READ,LOW,2
67,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,sagemaker:DeleteModelPackage,arn:aws:synthetic:sagemaker:123456789012:resource/deletemodelpackage-7408,specific,496,INLINE,1,1,26,2026-05-24T09:53:00Z,2026-08-25T09:53:00Z,1,0,1.0,0.0,EXCESSIVE,SageMaker,DELETE,HIGH,8
68,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:CreateDBProxyEndpoint,arn:aws:synthetic:rds:123456789012:resource/createdbproxyendpoint-6706,specific,703,MANAGED,9,7,88,2026-06-13T15:54:00Z,2026-06-23T15:54:00Z,9,0,1.0,0.0,INTENDED,RDS,WRITE,MEDIUM,5
69,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:GetPolicy,arn:aws:synthetic:lambda:123456789012:resource/getpolicy-4232,specific,390,MANAGED,8,2,34,2026-07-07T06:37:00Z,2026-08-17T06:37:00Z,8,0,1.0,0.0,INTENDED,Lambda,PERMISSION_CHANGE,CRITICAL,10
70,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,dynamodb:TransactGetItems,arn:aws:synthetic:dynamodb:123456789012:resource/transactgetitems-5873,specific,699,INLINE,45,35,9,2026-07-19T19:36:00Z,2026-09-10T19:36:00Z,44,1,0.977778,0.022222,INTENDED,DynamoDB,OTHER,MEDIUM,5
71,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:DeleteGatewayResponse,*,*,722,MANAGED,30,15,15,2026-06-03T05:09:00Z,2026-09-05T05:09:00Z,30,0,1.0,0.0,INTENDED,API Gateway,DELETE,HIGH,8
72,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,iam:UntagMFADevice,arn:aws:synthetic:iam:123456789012:resource/untagmfadevice-5402,specific,125,MANAGED,2,1,103,2026-05-25T00:31:00Z,2026-06-09T00:31:00Z,1,1,0.5,0.5,EXCESSIVE,IAM,TAGGING,LOW,3
73,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,lambda:GetFunctionConfiguration,arn:aws:synthetic:lambda:123456789012:resource/getfunctionconfiguration-6869,specific,704,MANAGED,79,18,18,2026-06-21T01:25:00Z,2026-09-02T01:25:00Z,79,0,1.0,0.0,INTENDED,Lambda,READ,LOW,2
74,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:SelectObjectContent,*,*,399,MANAGED,3,1,24,2026-06-25T08:45:00Z,2026-08-27T08:45:00Z,2,1,0.666667,0.333333,INTENDED,S3,OTHER,MEDIUM,5
75,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:ModifyDBSnapshotAttribute,*,*,159,MANAGED,42,14,1,2026-09-17T17:56:00Z,2026-09-18T17:56:00Z,42,0,1.0,0.0,INTENDED,RDS,WRITE,MEDIUM,5
76,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:ModifyActivityStream,arn:aws:synthetic:rds:123456789012:resource/modifyactivitystream-2934,specific,135,INLINE,1,1,23,2026-06-17T10:29:00Z,2026-08-28T10:29:00Z,1,0,1.0,0.0,INTENDED,RDS,WRITE,MEDIUM,5
77,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:CreateVpcLink,*,*,456,MANAGED,1,1,35,2026-05-24T13:13:00Z,2026-08-15T13:13:00Z,1,0,1.0,0.0,INTENDED,API Gateway,WRITE,MEDIUM,5
78,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,apigateway:UpdateAuthorizer,*,*,348,MANAGED,1,1,2,2026-05-28T23:56:00Z,2026-09-17T23:56:00Z,1,0,1.0,0.0,INTENDED,API Gateway,PERMISSION_CHANGE,CRITICAL,10
79,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetObjectRetention,*,*,373,INLINE,7,2,31,2026-06-12T05:14:00Z,2026-08-20T05:14:00Z,6,1,0.857143,0.142857,INTENDED,S3,READ,LOW,2
80,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,rds:StopDBInstance,arn:aws:synthetic:rds:123456789012:resource/stopdbinstance-7164,specific,116,MANAGED,65,27,63,2026-07-13T13:43:00Z,2026-07-18T13:43:00Z,65,0,1.0,0.0,INTENDED,RDS,MODIFY,MEDIUM,5
81,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:CreateBucketMetadataConfiguration,arn:aws:synthetic:s3:123456789012:resource/createbucketmetadataconfiguratio-2228,specific,484,INLINE,0,0,95,,,0,0,0.0,0.0,INTENDED,S3,WRITE,MEDIUM,5
82,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,sagemaker:DeleteProject,*,*,521,MANAGED,23,16,107,2026-06-04T23:29:00Z,2026-06-04T23:29:00Z,22,1,0.956522,0.043478,EXCESSIVE,SageMaker,DELETE,HIGH,8
83,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:DeleteBucketMetadataConfiguration,arn:aws:synthetic:s3:123456789012:resource/deletebucketmetadataconfiguratio-9231,specific,87,INLINE,5,3,30,2026-06-07T19:38:00Z,2026-08-20T19:38:00Z,5,0,1.0,0.0,INTENDED,S3,DELETE,HIGH,8
84,synthetic-user-001,BackendDeveloper-Role,Backend Developer,Engineering,Backend Platform,s3:GetBucketIntelligentTieringConfiguration,arn:aws:synthetic:s3:123456789012:resource/getbucketintelligenttieringconfi-7363,specific,435,INLINE,27,13,90,2026-06-17T17:24:00Z,2026-06-21T17:24:00Z,26,1,0.962963,0.037037,INTENDED,S3,READ,LOW,2
